subtype,donor,pc,morans_I,pooled_I,sq2_sig,CPS
Astrocyte,H20.33.004,1,0.027167145910057085,0.2862659737761159,True,0.725005699
Astrocyte,H20.33.004,2,0.018285884351357105,0.430465580748806,True,0.725005699
Astrocyte,H20.33.004,3,0.037261752423939844,0.5735127109647344,True,0.725005699
Astrocyte,H20.33.004,4,0.019902790982296144,0.3765432374042084,True,0.725005699
Astrocyte,H20.33.004,5,0.001786295267970775,0.1899880880464191,True,0.725005699
Astrocyte,H20.33.004,6,0.01027758184737664,0.0747578292716433,True,0.725005699
Astrocyte,H20.33.004,7,0.004258769589326557,0.1237640178569698,True,0.725005699
Astrocyte,H20.33.004,8,0.021884158697621572,0.028634458450594,False,0.725005699
Astrocyte,H20.33.004,9,0.008560524695620443,0.0916588196968351,True,0.725005699
Astrocyte,H20.33.004,10,0.041324227294821304,0.0733080886255834,True,0.725005699
Astrocyte,H20.33.004,11,0.06658373700694939,0.0808179516090122,True,0.725005699
Astrocyte,H20.33.004,12,0.02446169352754917,0.1142112673099352,True,0.725005699
Astrocyte,H20.33.004,13,0.05747597681253277,0.1000277830519599,True,0.725005699
Astrocyte,H20.33.004,14,0.014388808914743638,0.0180891387668296,False,0.725005699
Astrocyte,H20.33.004,15,0.04403300089514468,0.0767293249577688,True,0.725005699
Astrocyte,H20.33.004,16,0.042392752748974846,0.1348448783089126,True,0.725005699
Astrocyte,H20.33.004,17,0.08556946803349683,0.0528716854104777,False,0.725005699
Astrocyte,H20.33.004,18,0.09016369203341894,0.0897493453051372,True,0.725005699
Astrocyte,H20.33.004,19,0.05889931395222769,0.0695304037820263,True,0.725005699
Astrocyte,H20.33.004,20,0.04465654399014447,0.1164538305736757,True,0.725005699
Astrocyte,H20.33.015,1,0.06353526161577883,0.2862659737761159,True,0.878967566
Astrocyte,H20.33.015,2,0.09133917653050756,0.430465580748806,True,0.878967566
Astrocyte,H20.33.015,3,0.054149647465078804,0.5735127109647344,True,0.878967566
Astrocyte,H20.33.015,4,0.13673514134783163,0.3765432374042084,True,0.878967566
Astrocyte,H20.33.015,5,-0.013431511391496733,0.1899880880464191,True,0.878967566
Astrocyte,H20.33.015,6,-0.0009599326605143852,0.0747578292716433,True,0.878967566
Astrocyte,H20.33.015,7,0.015806218151255234,0.1237640178569698,True,0.878967566
Astrocyte,H20.33.015,8,0.07107861571958202,0.028634458450594,False,0.878967566
Astrocyte,H20.33.015,9,-0.0056734087636775895,0.0916588196968351,True,0.878967566
Astrocyte,H20.33.015,10,0.08589420719933599,0.0733080886255834,True,0.878967566
Astrocyte,H20.33.015,11,0.032901095462364444,0.0808179516090122,True,0.878967566
Astrocyte,H20.33.015,12,0.07582627803612725,0.1142112673099352,True,0.878967566
Astrocyte,H20.33.015,13,-0.04633612162393038,0.1000277830519599,True,0.878967566
Astrocyte,H20.33.015,14,-0.008303524350659779,0.0180891387668296,False,0.878967566
Astrocyte,H20.33.015,15,0.12788126932875835,0.0767293249577688,True,0.878967566
Astrocyte,H20.33.015,16,0.07515985348201833,0.1348448783089126,True,0.878967566
Astrocyte,H20.33.015,17,-0.03143007656453747,0.0528716854104777,False,0.878967566
Astrocyte,H20.33.015,18,0.037558205337991715,0.0897493453051372,True,0.878967566
Astrocyte,H20.33.015,19,0.023020189848221517,0.0695304037820263,True,0.878967566
Astrocyte,H20.33.015,20,0.056512330103157156,0.1164538305736757,True,0.878967566
Astrocyte,H20.33.025,1,0.05861451937717639,0.2862659737761159,True,0.588881872
Astrocyte,H20.33.025,2,0.02307646568103386,0.430465580748806,True,0.588881872
Astrocyte,H20.33.025,3,0.04171032992282364,0.5735127109647344,True,0.588881872
Astrocyte,H20.33.025,4,0.07924691452586874,0.3765432374042084,True,0.588881872
Astrocyte,H20.33.025,5,0.08380363203244323,0.1899880880464191,True,0.588881872
Astrocyte,H20.33.025,6,0.011094527106881897,0.0747578292716433,True,0.588881872
Astrocyte,H20.33.025,7,0.020793176550210478,0.1237640178569698,True,0.588881872
Astrocyte,H20.33.025,8,0.0028077536549180747,0.028634458450594,False,0.588881872
Astrocyte,H20.33.025,9,0.019041608480252877,0.0916588196968351,True,0.588881872
Astrocyte,H20.33.025,10,0.032025981520672216,0.0733080886255834,True,0.588881872
Astrocyte,H20.33.025,11,0.022917393179674127,0.0808179516090122,True,0.588881872
Astrocyte,H20.33.025,12,0.10933393597728289,0.1142112673099352,True,0.588881872
Astrocyte,H20.33.025,13,-0.0030073950142114436,0.1000277830519599,True,0.588881872
Astrocyte,H20.33.025,14,0.06241144819417932,0.0180891387668296,False,0.588881872
Astrocyte,H20.33.025,15,0.007834334203892792,0.0767293249577688,True,0.588881872
Astrocyte,H20.33.025,16,-0.021215294187448528,0.1348448783089126,True,0.588881872
Astrocyte,H20.33.025,17,0.04411112926702176,0.0528716854104777,False,0.588881872
Astrocyte,H20.33.025,18,0.051873372133660306,0.0897493453051372,True,0.588881872
Astrocyte,H20.33.025,19,0.03343998419698513,0.0695304037820263,True,0.588881872
Astrocyte,H20.33.025,20,0.10460959581048021,0.1164538305736757,True,0.588881872
Astrocyte,H21.33.001,1,0.010441069352233571,0.2862659737761159,True,0.149616331
Astrocyte,H21.33.001,2,0.10303282193109554,0.430465580748806,True,0.149616331
Astrocyte,H21.33.001,3,0.02249146143913506,0.5735127109647344,True,0.149616331
Astrocyte,H21.33.001,4,0.09926341782594837,0.3765432374042084,True,0.149616331
Astrocyte,H21.33.001,5,0.07937557803343342,0.1899880880464191,True,0.149616331
Astrocyte,H21.33.001,6,0.020775697495027407,0.0747578292716433,True,0.149616331
Astrocyte,H21.33.001,7,0.04699170298679584,0.1237640178569698,True,0.149616331
Astrocyte,H21.33.001,8,-0.023027269222615734,0.028634458450594,False,0.149616331
Astrocyte,H21.33.001,9,0.03416337328075308,0.0916588196968351,True,0.149616331
Astrocyte,H21.33.001,10,-0.018083081495749317,0.0733080886255834,True,0.149616331
Astrocyte,H21.33.001,11,0.02865557501658026,0.0808179516090122,True,0.149616331
Astrocyte,H21.33.001,12,-0.022222068565447655,0.1142112673099352,True,0.149616331
Astrocyte,H21.33.001,13,-0.030544303063605796,0.1000277830519599,True,0.149616331
Astrocyte,H21.33.001,14,-0.0770068006864897,0.0180891387668296,False,0.149616331
Astrocyte,H21.33.001,15,0.01571640929452803,0.0767293249577688,True,0.149616331
Astrocyte,H21.33.001,16,-0.014534982072937233,0.1348448783089126,True,0.149616331
Astrocyte,H21.33.001,17,-0.04505953690964848,0.0528716854104777,False,0.149616331
Astrocyte,H21.33.001,18,-0.00016930171401895777,0.0897493453051372,True,0.149616331
Astrocyte,H21.33.001,19,-0.010116022229757177,0.0695304037820263,True,0.149616331
Astrocyte,H21.33.001,20,-0.021751107833245357,0.1164538305736757,True,0.149616331
Astrocyte,H21.33.006,1,0.02874134855195326,0.2862659737761159,True,0.838095749
Astrocyte,H21.33.006,2,0.1172357662344119,0.430465580748806,True,0.838095749
Astrocyte,H21.33.006,3,0.07938873115545937,0.5735127109647344,True,0.838095749
Astrocyte,H21.33.006,4,0.09304039184498211,0.3765432374042084,True,0.838095749
Astrocyte,H21.33.006,5,0.11126262677139637,0.1899880880464191,True,0.838095749
Astrocyte,H21.33.006,6,0.11540142950586559,0.0747578292716433,True,0.838095749
Astrocyte,H21.33.006,7,0.06632363187365542,0.1237640178569698,True,0.838095749
Astrocyte,H21.33.006,8,0.05996100147914377,0.028634458450594,False,0.838095749
Astrocyte,H21.33.006,9,0.03970576790460051,0.0916588196968351,True,0.838095749
Astrocyte,H21.33.006,10,0.01412851953851819,0.0733080886255834,True,0.838095749
Astrocyte,H21.33.006,11,0.01820277532137313,0.0808179516090122,True,0.838095749
Astrocyte,H21.33.006,12,0.022001927126029355,0.1142112673099352,True,0.838095749
Astrocyte,H21.33.006,13,0.0805927680831529,0.1000277830519599,True,0.838095749
Astrocyte,H21.33.006,14,0.042388577502642424,0.0180891387668296,False,0.838095749
Astrocyte,H21.33.006,15,0.016589224675297904,0.0767293249577688,True,0.838095749
Astrocyte,H21.33.006,16,0.048513764989222725,0.1348448783089126,True,0.838095749
Astrocyte,H21.33.006,17,0.07331536497733229,0.0528716854104777,False,0.838095749
Astrocyte,H21.33.006,18,0.028139473171697113,0.0897493453051372,True,0.838095749
Astrocyte,H21.33.006,19,0.04373440928995353,0.0695304037820263,True,0.838095749
Astrocyte,H21.33.006,20,0.1443580549825097,0.1164538305736757,True,0.838095749
Astrocyte,H21.33.019,1,0.0067955178867459744,0.2862659737761159,True,0.517476286
Astrocyte,H21.33.019,2,0.11169551739185771,0.430465580748806,True,0.517476286
Astrocyte,H21.33.019,3,0.05446656929030787,0.5735127109647344,True,0.517476286
Astrocyte,H21.33.019,4,0.09100800121523021,0.3765432374042084,True,0.517476286
Astrocyte,H21.33.019,5,0.14616370722469735,0.1899880880464191,True,0.517476286
Astrocyte,H21.33.019,6,0.0562923600727255,0.0747578292716433,True,0.517476286
Astrocyte,H21.33.019,7,0.08384383358184416,0.1237640178569698,True,0.517476286
Astrocyte,H21.33.019,8,0.008034110746553556,0.028634458450594,False,0.517476286
Astrocyte,H21.33.019,9,0.02084351404578238,0.0916588196968351,True,0.517476286
Astrocyte,H21.33.019,10,0.02432524124235338,0.0733080886255834,True,0.517476286
Astrocyte,H21.33.019,11,-0.0024461625965959523,0.0808179516090122,True,0.517476286
Astrocyte,H21.33.019,12,0.0174550767763516,0.1142112673099352,True,0.517476286
Astrocyte,H21.33.019,13,0.046362817248067005,0.1000277830519599,True,0.517476286
Astrocyte,H21.33.019,14,-0.02655655688529226,0.0180891387668296,False,0.517476286
Astrocyte,H21.33.019,15,0.04225433110322776,0.0767293249577688,True,0.517476286
Astrocyte,H21.33.019,16,0.05170274558911152,0.1348448783089126,True,0.517476286
Astrocyte,H21.33.019,17,0.04270022722496355,0.0528716854104777,False,0.517476286
Astrocyte,H21.33.019,18,0.029180041032009173,0.0897493453051372,True,0.517476286
Astrocyte,H21.33.019,19,0.07650150542945415,0.0695304037820263,True,0.517476286
Astrocyte,H21.33.019,20,0.04150721744421487,0.1164538305736757,True,0.517476286
L2/3 IT,H20.33.001,1,0.0910476760731047,0.2408989851264545,True,0.522888828
L2/3 IT,H20.33.001,2,0.17704118305745778,0.3076685908621401,True,0.522888828
L2/3 IT,H20.33.001,3,0.14348341842043116,0.2682794842414762,True,0.522888828
L2/3 IT,H20.33.001,4,0.035106202121532634,0.5812410586947618,True,0.522888828
L2/3 IT,H20.33.001,5,0.1193986770060077,0.1728252980869422,True,0.522888828
L2/3 IT,H20.33.001,6,0.07544869614653214,0.3033081705353884,True,0.522888828
L2/3 IT,H20.33.001,7,0.016277627415236612,0.2608200154751021,True,0.522888828
L2/3 IT,H20.33.001,8,0.044072765920791984,0.135657864796835,True,0.522888828
L2/3 IT,H20.33.001,9,0.0315734805353444,0.2052974168660544,True,0.522888828
L2/3 IT,H20.33.001,10,0.09616344655689611,0.1386451155078657,True,0.522888828
L2/3 IT,H20.33.001,11,0.06899774363752291,0.164062692563539,True,0.522888828
L2/3 IT,H20.33.001,12,0.04265023713837704,0.110974169270452,True,0.522888828
L2/3 IT,H20.33.001,13,0.04435027780467043,0.0693125595052328,True,0.522888828
L2/3 IT,H20.33.001,14,0.050175572396939684,0.0913516667796394,True,0.522888828
L2/3 IT,H20.33.001,15,-0.005380302842057341,0.1070749087046596,True,0.522888828
L2/3 IT,H20.33.001,16,0.07294374158543908,0.0883044220371156,True,0.522888828
L2/3 IT,H20.33.001,17,0.04199576220208508,0.0510315564808065,True,0.522888828
L2/3 IT,H20.33.001,18,0.05917425891265515,0.0858022403452809,True,0.522888828
L2/3 IT,H20.33.001,19,0.047699392081673876,0.0540933124121112,True,0.522888828
L2/3 IT,H20.33.001,20,0.047850726489311615,0.084861526485756,True,0.522888828
L2/3 IT,H20.33.004,1,0.16215202907776272,0.2408989851264545,True,0.725005699
L2/3 IT,H20.33.004,2,0.2955803958813608,0.3076685908621401,True,0.725005699
L2/3 IT,H20.33.004,3,0.19443721130654038,0.2682794842414762,True,0.725005699
L2/3 IT,H20.33.004,4,0.030734475919759658,0.5812410586947618,True,0.725005699
L2/3 IT,H20.33.004,5,0.09546782201331333,0.1728252980869422,True,0.725005699
L2/3 IT,H20.33.004,6,0.0432775333224672,0.3033081705353884,True,0.725005699
L2/3 IT,H20.33.004,7,0.04832963547989378,0.2608200154751021,True,0.725005699
L2/3 IT,H20.33.004,8,0.0508004152855695,0.135657864796835,True,0.725005699
L2/3 IT,H20.33.004,9,0.05661826356983493,0.2052974168660544,True,0.725005699
L2/3 IT,H20.33.004,10,0.061857489624867305,0.1386451155078657,True,0.725005699
L2/3 IT,H20.33.004,11,0.035382695348086884,0.164062692563539,True,0.725005699
L2/3 IT,H20.33.004,12,0.03395251058179972,0.110974169270452,True,0.725005699
L2/3 IT,H20.33.004,13,0.04801006522228652,0.0693125595052328,True,0.725005699
L2/3 IT,H20.33.004,14,0.05342159597311566,0.0913516667796394,True,0.725005699
L2/3 IT,H20.33.004,15,0.042484564073493415,0.1070749087046596,True,0.725005699
L2/3 IT,H20.33.004,16,0.024112309921155147,0.0883044220371156,True,0.725005699
L2/3 IT,H20.33.004,17,0.05940274980994951,0.0510315564808065,True,0.725005699
L2/3 IT,H20.33.004,18,0.03542421842817551,0.0858022403452809,True,0.725005699
L2/3 IT,H20.33.004,19,0.0512498081503097,0.0540933124121112,True,0.725005699
L2/3 IT,H20.33.004,20,0.05262519562381667,0.084861526485756,True,0.725005699
L2/3 IT,H20.33.012,1,0.05527624406329796,0.2408989851264545,True,0.237009997
L2/3 IT,H20.33.012,2,0.12772391436071703,0.3076685908621401,True,0.237009997
L2/3 IT,H20.33.012,3,0.06273510530929464,0.2682794842414762,True,0.237009997
L2/3 IT,H20.33.012,4,0.02735409709178985,0.5812410586947618,True,0.237009997
L2/3 IT,H20.33.012,5,0.028847996848472234,0.1728252980869422,True,0.237009997
L2/3 IT,H20.33.012,6,0.05835393180659092,0.3033081705353884,True,0.237009997
L2/3 IT,H20.33.012,7,0.028413417964103405,0.2608200154751021,True,0.237009997
L2/3 IT,H20.33.012,8,0.04940727563387279,0.135657864796835,True,0.237009997
L2/3 IT,H20.33.012,9,0.020116772629352103,0.2052974168660544,True,0.237009997
L2/3 IT,H20.33.012,10,0.03318772123739873,0.1386451155078657,True,0.237009997
L2/3 IT,H20.33.012,11,0.04603833229263428,0.164062692563539,True,0.237009997
L2/3 IT,H20.33.012,12,0.04220374415418574,0.110974169270452,True,0.237009997
L2/3 IT,H20.33.012,13,0.03665668510221571,0.0693125595052328,True,0.237009997
L2/3 IT,H20.33.012,14,0.0075109093374212885,0.0913516667796394,True,0.237009997
L2/3 IT,H20.33.012,15,0.03312539236039161,0.1070749087046596,True,0.237009997
L2/3 IT,H20.33.012,16,0.030938417937655095,0.0883044220371156,True,0.237009997
L2/3 IT,H20.33.012,17,0.016224405858773914,0.0510315564808065,True,0.237009997
L2/3 IT,H20.33.012,18,0.04814737698446646,0.0858022403452809,True,0.237009997
L2/3 IT,H20.33.012,19,0.018873896399257448,0.0540933124121112,True,0.237009997
L2/3 IT,H20.33.012,20,0.0380688101821094,0.084861526485756,True,0.237009997
L2/3 IT,H20.33.015,1,0.08643587426352019,0.2408989851264545,True,0.878967566
L2/3 IT,H20.33.015,2,0.18776393108253095,0.3076685908621401,True,0.878967566
L2/3 IT,H20.33.015,3,0.13191507684551035,0.2682794842414762,True,0.878967566
L2/3 IT,H20.33.015,4,0.059491035330443635,0.5812410586947618,True,0.878967566
L2/3 IT,H20.33.015,5,0.08983619746536542,0.1728252980869422,True,0.878967566
L2/3 IT,H20.33.015,6,0.05787186188162511,0.3033081705353884,True,0.878967566
L2/3 IT,H20.33.015,7,0.043101940406339544,0.2608200154751021,True,0.878967566
L2/3 IT,H20.33.015,8,0.06940243924218768,0.135657864796835,True,0.878967566
L2/3 IT,H20.33.015,9,0.05277200936591769,0.2052974168660544,True,0.878967566
L2/3 IT,H20.33.015,10,0.08798965757467861,0.1386451155078657,True,0.878967566
L2/3 IT,H20.33.015,11,0.06413976189908416,0.164062692563539,True,0.878967566
L2/3 IT,H20.33.015,12,0.0594528057992009,0.110974169270452,True,0.878967566
L2/3 IT,H20.33.015,13,0.04915084180963603,0.0693125595052328,True,0.878967566
L2/3 IT,H20.33.015,14,0.0636169161992908,0.0913516667796394,True,0.878967566
L2/3 IT,H20.33.015,15,0.06718174887243417,0.1070749087046596,True,0.878967566
L2/3 IT,H20.33.015,16,0.037166407429591014,0.0883044220371156,True,0.878967566
L2/3 IT,H20.33.015,17,0.043912052951776144,0.0510315564808065,True,0.878967566
L2/3 IT,H20.33.015,18,0.0448765285218433,0.0858022403452809,True,0.878967566
L2/3 IT,H20.33.015,19,0.0839308857005749,0.0540933124121112,True,0.878967566
L2/3 IT,H20.33.015,20,0.04193284412792898,0.084861526485756,True,0.878967566
L2/3 IT,H20.33.025,1,0.19336227564528172,0.2408989851264545,True,0.588881872
L2/3 IT,H20.33.025,2,0.32558134626560575,0.3076685908621401,True,0.588881872
L2/3 IT,H20.33.025,3,0.22654176327251738,0.2682794842414762,True,0.588881872
L2/3 IT,H20.33.025,4,0.08212522379882072,0.5812410586947618,True,0.588881872
L2/3 IT,H20.33.025,5,0.0864401454035418,0.1728252980869422,True,0.588881872
L2/3 IT,H20.33.025,6,0.044849463254278354,0.3033081705353884,True,0.588881872
L2/3 IT,H20.33.025,7,0.06281651936240085,0.2608200154751021,True,0.588881872
L2/3 IT,H20.33.025,8,0.07476827635614239,0.135657864796835,True,0.588881872
L2/3 IT,H20.33.025,9,0.06028525889600825,0.2052974168660544,True,0.588881872
L2/3 IT,H20.33.025,10,0.0806482597593105,0.1386451155078657,True,0.588881872
L2/3 IT,H20.33.025,11,0.04111541748427287,0.164062692563539,True,0.588881872
L2/3 IT,H20.33.025,12,0.04407711050608404,0.110974169270452,True,0.588881872
L2/3 IT,H20.33.025,13,0.027581172122236017,0.0693125595052328,True,0.588881872
L2/3 IT,H20.33.025,14,0.04527404794173902,0.0913516667796394,True,0.588881872
L2/3 IT,H20.33.025,15,0.04225700517065864,0.1070749087046596,True,0.588881872
L2/3 IT,H20.33.025,16,0.03407763646986517,0.0883044220371156,True,0.588881872
L2/3 IT,H20.33.025,17,0.045057849149299216,0.0510315564808065,True,0.588881872
L2/3 IT,H20.33.025,18,0.0507244076440065,0.0858022403452809,True,0.588881872
L2/3 IT,H20.33.025,19,0.04448880491455733,0.0540933124121112,True,0.588881872
L2/3 IT,H20.33.025,20,0.04043704155851973,0.084861526485756,True,0.588881872
L2/3 IT,H20.33.044,1,0.014510378697702943,0.2408989851264545,True,0.355631884
L2/3 IT,H20.33.044,2,0.05211365707441353,0.3076685908621401,True,0.355631884
L2/3 IT,H20.33.044,3,0.07833728099800055,0.2682794842414762,True,0.355631884
L2/3 IT,H20.33.044,4,0.12645524581906137,0.5812410586947618,True,0.355631884
L2/3 IT,H20.33.044,5,0.09773115451831019,0.1728252980869422,True,0.355631884
L2/3 IT,H20.33.044,6,-0.011060938940669996,0.3033081705353884,True,0.355631884
L2/3 IT,H20.33.044,7,-0.030899353648464183,0.2608200154751021,True,0.355631884
L2/3 IT,H20.33.044,8,-0.0264721384504316,0.135657864796835,True,0.355631884
L2/3 IT,H20.33.044,9,-0.07978901491476557,0.2052974168660544,True,0.355631884
L2/3 IT,H20.33.044,10,0.07265455127174772,0.1386451155078657,True,0.355631884
L2/3 IT,H20.33.044,11,0.004816044017774387,0.164062692563539,True,0.355631884
L2/3 IT,H20.33.044,12,-0.09214927262645375,0.110974169270452,True,0.355631884
L2/3 IT,H20.33.044,13,0.04771915045918072,0.0693125595052328,True,0.355631884
L2/3 IT,H20.33.044,14,0.009293538448817543,0.0913516667796394,True,0.355631884
L2/3 IT,H20.33.044,15,0.06406317379948534,0.1070749087046596,True,0.355631884
L2/3 IT,H20.33.044,16,0.05655001281715991,0.0883044220371156,True,0.355631884
L2/3 IT,H20.33.044,17,0.02599227042704629,0.0510315564808065,True,0.355631884
L2/3 IT,H20.33.044,18,-0.1206872243189515,0.0858022403452809,True,0.355631884
L2/3 IT,H20.33.044,19,-0.008097532957508029,0.0540933124121112,True,0.355631884
L2/3 IT,H20.33.044,20,0.10539952024943344,0.084861526485756,True,0.355631884
L2/3 IT,H21.33.001,1,0.08264988316875613,0.2408989851264545,True,0.149616331
L2/3 IT,H21.33.001,2,0.16190976330687665,0.3076685908621401,True,0.149616331
L2/3 IT,H21.33.001,3,0.021419560914313115,0.2682794842414762,True,0.149616331
L2/3 IT,H21.33.001,4,0.032630742981996405,0.5812410586947618,True,0.149616331
L2/3 IT,H21.33.001,5,0.019306803592410597,0.1728252980869422,True,0.149616331
L2/3 IT,H21.33.001,6,0.0841048731719259,0.3033081705353884,True,0.149616331
L2/3 IT,H21.33.001,7,0.042606471543836365,0.2608200154751021,True,0.149616331
L2/3 IT,H21.33.001,8,0.060910828767660616,0.135657864796835,True,0.149616331
L2/3 IT,H21.33.001,9,0.08612027672572983,0.2052974168660544,True,0.149616331
L2/3 IT,H21.33.001,10,0.022307418443276557,0.1386451155078657,True,0.149616331
L2/3 IT,H21.33.001,11,0.07003521919405033,0.164062692563539,True,0.149616331
L2/3 IT,H21.33.001,12,0.051705129034826616,0.110974169270452,True,0.149616331
L2/3 IT,H21.33.001,13,0.011507399063371908,0.0693125595052328,True,0.149616331
L2/3 IT,H21.33.001,14,0.07154585892723493,0.0913516667796394,True,0.149616331
L2/3 IT,H21.33.001,15,0.023757476763259126,0.1070749087046596,True,0.149616331
L2/3 IT,H21.33.001,16,-0.009112651966605576,0.0883044220371156,True,0.149616331
L2/3 IT,H21.33.001,17,0.05928182662547636,0.0510315564808065,True,0.149616331
L2/3 IT,H21.33.001,18,0.022561550243446162,0.0858022403452809,True,0.149616331
L2/3 IT,H21.33.001,19,0.0063658112681186305,0.0540933124121112,True,0.149616331
L2/3 IT,H21.33.001,20,0.027833518036355868,0.084861526485756,True,0.149616331
L2/3 IT,H21.33.006,1,0.15242306896208094,0.2408989851264545,True,0.838095749
L2/3 IT,H21.33.006,2,0.23348922710966885,0.3076685908621401,True,0.838095749
L2/3 IT,H21.33.006,3,0.1108439216292721,0.2682794842414762,True,0.838095749
L2/3 IT,H21.33.006,4,0.11080152743511312,0.5812410586947618,True,0.838095749
L2/3 IT,H21.33.006,5,0.11357774810886254,0.1728252980869422,True,0.838095749
L2/3 IT,H21.33.006,6,0.10485975907563737,0.3033081705353884,True,0.838095749
L2/3 IT,H21.33.006,7,0.12635813649492283,0.2608200154751021,True,0.838095749
L2/3 IT,H21.33.006,8,0.11923903152369605,0.135657864796835,True,0.838095749
L2/3 IT,H21.33.006,9,0.0999671674459582,0.2052974168660544,True,0.838095749
L2/3 IT,H21.33.006,10,0.09035814746659612,0.1386451155078657,True,0.838095749
L2/3 IT,H21.33.006,11,0.11702555660261488,0.164062692563539,True,0.838095749
L2/3 IT,H21.33.006,12,0.07657289871489012,0.110974169270452,True,0.838095749
L2/3 IT,H21.33.006,13,0.05047034108702394,0.0693125595052328,True,0.838095749
L2/3 IT,H21.33.006,14,0.0759951760003741,0.0913516667796394,True,0.838095749
L2/3 IT,H21.33.006,15,0.08169849855225358,0.1070749087046596,True,0.838095749
L2/3 IT,H21.33.006,16,0.05174714511170519,0.0883044220371156,True,0.838095749
L2/3 IT,H21.33.006,17,0.06133102702423936,0.0510315564808065,True,0.838095749
L2/3 IT,H21.33.006,18,0.06652258591989947,0.0858022403452809,True,0.838095749
L2/3 IT,H21.33.006,19,0.09383093662356606,0.0540933124121112,True,0.838095749
L2/3 IT,H21.33.006,20,0.07476873448531857,0.084861526485756,True,0.838095749
L2/3 IT,H21.33.019,1,0.2052316304772825,0.2408989851264545,True,0.517476286
L2/3 IT,H21.33.019,2,0.3256710815894952,0.3076685908621401,True,0.517476286
L2/3 IT,H21.33.019,3,0.17039131799135204,0.2682794842414762,True,0.517476286
L2/3 IT,H21.33.019,4,0.06455559687124719,0.5812410586947618,True,0.517476286
L2/3 IT,H21.33.019,5,0.11027612580527059,0.1728252980869422,True,0.517476286
L2/3 IT,H21.33.019,6,0.0765007940302673,0.3033081705353884,True,0.517476286
L2/3 IT,H21.33.019,7,0.06036810470372024,0.2608200154751021,True,0.517476286
L2/3 IT,H21.33.019,8,0.046370431785887664,0.135657864796835,True,0.517476286
L2/3 IT,H21.33.019,9,0.06000308889302777,0.2052974168660544,True,0.517476286
L2/3 IT,H21.33.019,10,0.08058702606160417,0.1386451155078657,True,0.517476286
L2/3 IT,H21.33.019,11,0.05093727124693443,0.164062692563539,True,0.517476286
L2/3 IT,H21.33.019,12,0.04509402825003975,0.110974169270452,True,0.517476286
